Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,42815000,43753000,54378000,46719000
Depreciation & amortization,11366000,10859000,10838000,13452000
Change in working capital,-1206000,-9617000,-4159000,-6851000
Inventory,-2815000,-6511000,-312000,-3387000
Other working capital,42224000,10042000,24536000,25857000
Other non-cash items,2363000,879000,1886000,2470000
Net cash provided by operating activites,59125000,30234000,47498000,39142000
Investments in property plant and equipment,-16901000,-20192000,-22962000,-13285000
Acquisitions net,-,-981000,-,-
Purchases of investments,-1000,-1000,-2000,-191000
Sales/Maturities of investments,1533000,2380000,27535000,318000
Other investing activites,-2891000,-4893000,-207000,-2105000
Net cash used for investing activites,-18123000,-23092000,4766000,-9663000
Net change in cash,-2875000,-21587000,16733000,15651000
Cash at beginning of period,102105000,117403000,100669000,85018000
Cash at end of period,100237000,95815000,117403000,100669000
Operating Cash Flow,59125000,30234000,47498000,39142000
Capital Expenditure,-16901000,-20192000,-22962000,-13285000
Free Cash Flow,42224000,10042000,24536000,25857000
