Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,14101000,15861000,14956000,13409000
Depreciation & amortization,6146000,5760000,4800000,3969000
Change in working capital,286000,-6403000,-2322000,5108000
Inventory,-2489000,-1979000,-6408000,-2775000
Other working capital,8120000,3925000,5582000,16076000
Other non-cash items,-141000,-41000,627000,1405000
Net cash provided by operating activites,19852000,15833000,18122000,24798000
Investments in property plant and equipment,-11732000,-11908000,-12540000,-8722000
Acquisitions net,-,-,-1693000,-1836000
Purchases of investments,-,-5000,-117000,-3000
Other investing activites,-631000,55000,-661000,-229000
Net cash used for investing activites,-11470000,-11818000,-14370000,-10617000
Net change in cash,2718000,-341000,-2699000,9398000
Cash at beginning of period,23029000,26499000,29198000,19800000
Cash at end of period,25743000,27730000,26499000,29198000
Operating Cash Flow,19852000,15833000,18122000,24798000
Capital Expenditure,-11732000,-11908000,-12540000,-8722000
Free Cash Flow,8120000,3925000,5582000,16076000
