Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2028000,2504000,2138000,1750000
Depreciation & amortization,-,1068000,917000,885000
Change in working capital,-,-561000,-702000,-130000
Inventory,-,-1215000,-144000,-268000
Other working capital,-,1353000,1564000,2403000
Other non-cash items,-,-27000,88000,-64000
Net cash provided by operating activites,-,3261000,2760000,3040000
Investments in property plant and equipment,-,-1908000,-1196000,-637000
Purchases of investments,-,-827000,-,-
Sales/Maturities of investments,-,749000,-,-
Other investing activites,-,-42000,30000,-8000
Net cash used for investing activites,-,-2025000,-1158000,-642000
Net change in cash,-,-10000,508000,1248000
Cash at beginning of period,-,19670000,19161000,17913000
Cash at end of period,-,19660000,19670000,19161000
Operating Cash Flow,-,3261000,2760000,3040000
Capital Expenditure,-,-1908000,-1196000,-637000
Free Cash Flow,-,1353000,1564000,2403000
