Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2660000,3158000,3927000,4184000
Depreciation & amortization,-,1112000,938000,835000
Change in working capital,-,83019000,51934000,133585000
Other working capital,-,83262000,24757000,137001000
Other non-cash items,-,-20223000,-51256000,-28396000
Net cash provided by operating activites,-,87125000,27855000,139793000
Investments in property plant and equipment,-,-3863000,-3098000,-2792000
Purchases of investments,-,-254094000,-172029000,-148473000
Sales/Maturities of investments,-,252475000,206816000,150568000
Other investing activites,-,1000,-1000,-
Net cash used for investing activites,-,-5330000,32182000,-481000
Net change in cash,-,80803000,59053000,124732000
Cash at beginning of period,-,354241000,295188000,170455000
Cash at end of period,-,435044000,354241000,295188000
Operating Cash Flow,-,87125000,27855000,139793000
Capital Expenditure,-,-3863000,-3098000,-2792000
Free Cash Flow,-,83262000,24757000,137001000
