Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,1147262,1132992,906942,752042
Liabilities,,,,
Total Liabilities,167166,147467,32382,28206
Stockholders' Equity,,,,
Common Stock,8777,8760,7909,6600
Retained Earnings,27429,-,23514,22729
Total stockholders' equity,980096,985525,874560,723836
Total liabilities and stockholders' equity,1147262,1132992,906942,752042
