Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,26065789,25463842,24833415,25641424
Liabilities,,,,
Total Liabilities,22927317,22526693,22115231,23140292
Stockholders' Equity,,,,
Common Stock,708762,704216,680191,654799
Retained Earnings,201562,241163,221374,292849
Accumulated other comprehensive income,110444,-64669,14108,10975
Total stockholders' equity,3134684,2931298,2716560,2495783
Total liabilities and stockholders' equity,26065789,25463842,24833415,25641424
