Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,12858000,12858000,12979000,14063000,13355000
Depreciation & amortization,-,-,2556000,2261000,2058000
Change in working capital,-,-,-21572000,3093000,916000
Inventory,-,-,-158000,-1687000,11000
Other working capital,-11555000,-11555000,-27095000,-325000,-318000
Other non-cash items,-,-,-1694000,-560000,-479000
Net cash provided by operating activites,-11555000,-11555000,-22249000,4150000,3598000
Investments in property plant and equipment,-,-,-4846000,-4475000,-3916000
Acquisitions net,-,-,-503000,-291000,-1233000
Purchases of investments,-,-,-526000,-673000,0
Sales/Maturities of investments,-,-,138000,0,1962000
Other investing activites,-,-,5754000,-4908000,-5692000
Net cash used for investing activites,1472000,1472000,12680000,1169000,1387000
Net change in cash,1158000,1158000,-6666000,1826000,869000
Cash at beginning of period,25610000,25610000,31641000,29724000,28732000
Cash at end of period,26768000,26768000,24975000,31550000,29601000
Operating Cash Flow,-11555000,-11555000,-22249000,4150000,3598000
Capital Expenditure,-,-,-4846000,-4475000,-3916000
Free Cash Flow,-11555000,-11555000,-27095000,-325000,-318000
