Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-23638000,-52193000,54581000,42503000
Depreciation & amortization,97559000,68502000,64661000,60701000
Change in working capital,20942000,1359000,1623000,7981000
Inventory,-5477000,-16304000,-15526000,4214000
Other working capital,78001000,1712000,46409000,64316000
Other non-cash items,20757000,18423000,3529000,21646000
Net cash provided by operating activites,144239000,69351000,116362000,132531000
Investments in property plant and equipment,-66238000,-67639000,-69953000,-68215000
Acquisitions net,-,-,-12211000,-12297000
Purchases of investments,-201240000,-204616000,-260012000,-280629000
Sales/Maturities of investments,214396000,203622000,271441000,292077000
Other investing activites,-2873000,-5216000,2038000,-1725000
Net cash used for investing activites,-40672000,-72328000,-52606000,-58052000
Net change in cash,12893000,-1398000,19913000,-5420000
Cash at beginning of period,130648000,138751000,121563000,129646000
Cash at end of period,143541000,141421000,138751000,121563000
Operating Cash Flow,144239000,69351000,116362000,132531000
Capital Expenditure,-66238000,-67639000,-69953000,-68215000
Free Cash Flow,78001000,1712000,46409000,64316000
