Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6157000,7910000,7570000,10522000
Depreciation & amortization,17702000,15395000,14133000,13278000
Change in working capital,-1183000,1513000,3726000,-1883000
Inventory,-3630000,-626000,-1273000,-3025000
Other working capital,1352000,3763000,4750000,1588000
Other non-cash items,4087000,934000,1389000,941000
Net cash provided by operating activites,27975000,27369000,27790000,22270000
Investments in property plant and equipment,-26623000,-23606000,-23040000,-20682000
Acquisitions net,-1223000,-1354000,-211000,-438000
Purchases of investments,-,-6502000,-1000,-1000
Sales/Maturities of investments,-,100000,177000,-
Other investing activites,-699000,-334000,-1259000,-797000
Net cash used for investing activites,-35010000,-31621000,-24258000,-21569000
Net change in cash,2891000,2999000,278000,-2444000
Cash at beginning of period,23461000,14938000,14659000,17103000
Cash at end of period,26469000,17938000,14938000,14659000
Operating Cash Flow,27975000,27369000,27790000,22270000
Capital Expenditure,-26623000,-23606000,-23040000,-20682000
Free Cash Flow,1352000,3763000,4750000,1588000
