Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,42954,42954,41821,39519,38496
Interest Expense,9301,9301,7221,4238,3849
Income Before Tax,13495,13495,10533,9170,9274
Income Tax Expense,2359,2359,1709,2914,2589
Income from Continuing Operations,11136,11136,8824,6256,6685
Net Income,11136,11136,8824,6256,6685
Net Income available to common shareholders,10976,10976,8713,6201,6633
Basic EPS,-,-,3.15,2.25,2.43
Diluted EPS,-,-,3.13,2.24,2.41
Basic Average Shares,-,-,2801,2756,2730
Diluted Average Shares,-,-,2819,2768,2752
