Breakdown,4/30/2019,4/30/2018,4/30/2017,4/30/2016
Total Assets,971865,868171,784123,641926
Liabilities,,,,
Total Liabilities,3286,9278,2624,1302
Stockholders' Equity,,,,
Common Stock,29904,27655,24502,21848
Total stockholders' equity,968579,858893,781499,640624
Total liabilities and stockholders' equity,971865,868171,784123,641926
