Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,203424,203424,205533,210217,193272
Interest Expense,70900,70900,53384,32519,18274
Income Before Tax,47348,47348,83970,95284,89388
Income Tax Expense,14560,14560,26102,40624,32899
Income from Continuing Operations,32788,32788,57868,54660,56489
Net Income,32788,32788,57868,54660,56489
Net Income available to common shareholders,32558,32558,57509,54321,56032
Basic EPS,-,-,1.80,1.70,1.76
Diluted EPS,-,-,1.79,1.69,1.75
Basic Average Shares,-,-,31925,32072,31900
Diluted Average Shares,-,-,32051,32250,32049
