Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,442453,421650,426606,381701
Liabilities,,,,
Total Liabilities,392111,374613,380360,338309
Stockholders' Equity,,,,
Common Stock,23,23,23,23
Retained Earnings,15370,14125,13320,11018
Accumulated other comprehensive income,20,-1046,-352,84
Total stockholders' equity,50342,47037,46246,43392
Total liabilities and stockholders' equity,442453,421650,426606,381701
