Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,1500000,1500000,1319000,1100000,2039000
Depreciation & amortization,759000,759000,916000,1016000,1006000
Change in working capital,1321000,1321000,1513000,-754000,337000
Inventory,-181000,-181000,164000,345000,64000
Other working capital,-1455000,-1455000,2733000,-2181000,-58000
Other non-cash items,495000,495000,-319000,738000,245000
Net cash provided by operating activites,104000,104000,3276000,-1014000,892000
Investments in property plant and equipment,-1559000,-1559000,-543000,-1167000,-950000
Acquisitions net,-1873000,-1873000,-,-47000,-30000
Purchases of investments,-111000,-111000,-2908000,-3331000,-2082000
Sales/Maturities of investments,7228000,7228000,5516000,4026000,6278000
Other investing activites,-162000,-162000,297000,9000,17000
Net cash used for investing activites,3523000,3523000,2362000,307000,3233000
Net change in cash,-2747000,-2747000,3336000,-2878000,2166000
Cash at beginning of period,11725000,11725000,8389000,11268000,9101000
Cash at end of period,8978000,8978000,11725000,8389000,11268000
Operating Cash Flow,104000,104000,3276000,-1014000,892000
Capital Expenditure,-1559000,-1559000,-543000,-1167000,-950000
Free Cash Flow,-1455000,-1455000,2733000,-2181000,-58000
