Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-16.358,-141.714,-107.314,-
Purchases of investments,-,-,-1000,451.604,-
Sales/Maturities of investments,-,800.038,47.922,-,-
Other investing activites,-,800.038,-1000,41.375,-
Net cash used for investing activites,-101.215,783.68,-1094,385.665,-
Common stock issued,-,1150,4850,1243,515
Common stock repurchased,-,-145.816,-302.755,-77.194,-2.662
Net cash used privided by (used for) financing activities,-,1004,4547,1166,512.338
Net change in cash,-1029,-248.649,572.586,651.321,-91.955
Cash at beginning of period,1105,1263,690.505,39.184,131.139
Cash at end of period,76.424,1014,1263,690.505,39.184
Capital Expenditure,-,-16.358,-141.714,-107.314,-
Free Cash Flow,-1938,-2053,-3023,-1008,-604.293
