Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,66473000,62074000,51895000,41621000
Depreciation & amortization,-,12928000,13540000,12745000
Change in working capital,-,802504000,784919000,687511000
Other working capital,-,783872000,805191000,679444000
Other non-cash items,-,-168088000,-163110000,-138672000
Net cash provided by operating activites,-,802921000,819721000,692445000
Investments in property plant and equipment,-,-19049000,-14530000,-13001000
Acquisitions net,-,-300000,-3450000,-3045000
Purchases of investments,-,-1220302000,-1128174000,-1171645000
Sales/Maturities of investments,-,537926000,434457000,380401000
Other investing activites,-,75284000,25706000,212390000
Net cash used for investing activites,-,-659815000,-680845000,-624749000
Net change in cash,-,116461000,124377000,33636000
Cash at beginning of period,-,393133000,268381000,233620000
Cash at end of period,-,509594000,393133000,268381000
Operating Cash Flow,-,802921000,819721000,692445000
Capital Expenditure,-,-19049000,-14530000,-13001000
Free Cash Flow,-,783872000,805191000,679444000
