Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1520000,-710000,2447000,3643000
Depreciation & amortization,2108000,1739000,1827000,1753000
Change in working capital,-2139000,1627000,-4350000,6326000
Inventory,-394000,-938000,-2471000,1138000
Other working capital,1996000,3135000,-629000,10750000
Other non-cash items,598000,758000,-179000,-386000
Net cash provided by operating activites,1996000,3135000,-629000,10750000
Purchases of investments,-22000,-15000,-15000,-116000
Sales/Maturities of investments,1421000,1099000,-,192000
Other investing activites,1121000,-1270000,-1034000,-5524000
Net cash used for investing activites,2520000,-186000,-1049000,-5448000
Net change in cash,-147000,-4480000,-3123000,1574000
Cash at beginning of period,18074000,25279000,28403000,26828000
Cash at end of period,18725000,20799000,25279000,28403000
Operating Cash Flow,1996000,3135000,-629000,10750000
Free Cash Flow,1996000,3135000,-629000,10750000
