Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1746393,1607312,1786967,1635632
Liabilities,,,,
Total Liabilities,207338,187724,187838,187753
Stockholders' Equity,,,,
Common Stock,32333,32137,32137,32137
Total stockholders' equity,1539055,1419588,1599129,1447879
Total liabilities and stockholders' equity,1746393,1607312,1786967,1635632
