Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,92513,92513,71671,69394,62896
Interest Expense,15728,15728,9674,7291,6316
Income Before Tax,25767,25767,28225,26075,23308
Income Tax Expense,4861,4861,5646,10826,7007
Income from Continuing Operations,20906,20906,22579,15249,16301
Net Income,20906,20906,22579,15249,16301
Net Income available to common shareholders,20906,20906,22579,15249,16301
Basic EPS,-,-,2.60,1.76,1.89
Diluted EPS,-,-,2.59,1.76,1.89
Basic Average Shares,-,-,8698,8642,8612
Diluted Average Shares,-,-,8709,8661,8621
