Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,1361000,1361000,1743000,1904000,1048000
Depreciation & amortization,1134000,1134000,1196000,1129000,1028000
Change in working capital,663000,663000,-574000,122000,300000
Inventory,375000,375000,-109000,-587000,476000
Other working capital,2903000,2903000,2080000,3201000,2350000
Other non-cash items,-2000,-2000,97000,-178000,-146000
Net cash provided by operating activites,2903000,2903000,2080000,3201000,2350000
Purchases of investments,-103000,-103000,-3000,-3000,-189000
Sales/Maturities of investments,77000,77000,128000,3000,0
Other investing activites,-1137000,-1137000,-1243000,-1827000,-1233000
Net cash used for investing activites,-1163000,-1163000,-1118000,-1827000,-1422000
Net change in cash,1266000,1266000,461000,689000,680000
Cash at beginning of period,3706000,3706000,3255000,2565000,1885000
Cash at end of period,4973000,4973000,3706000,3255000,2565000
Operating Cash Flow,2903000,2903000,2080000,3201000,2350000
Free Cash Flow,2903000,2903000,2080000,3201000,2350000
