Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,15720112,12458632,9816178,9790877
Liabilities,,,,
Total Liabilities,13126191,10479805,8420857,8449469
Stockholders' Equity,,,,
Common Stock,141827,113758,91756,91524
Retained Earnings,824694,737581,651357,597071
Accumulated other comprehensive income,1201,-37871,-31495,-27126
Total stockholders' equity,2593921,1978827,1395321,1341408
Total liabilities and stockholders' equity,15720112,12458632,9816178,9790877
