Breakdown,ttm,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Net Income,-110817,-125435,1099164,117512,247966
Depreciation & amortization,95685,105207,154612,177252,196347
Change in working capital,461950,928998,-495698,77102,-767046
Inventory,41422,165412,-318235,89017,-154299
Other working capital,431353,561700,-241688,451677,-471560
Other non-cash items,27541,27464,45872,16706,-103139
Net cash provided by operating activites,431353,561700,-241688,451677,-471560
Acquisitions net,-,-,-52999,-,-
Purchases of investments,-426598,-209349,-95379,-2375,-24903
Sales/Maturities of investments,630066,23185,13469,13060,107217
Other investing activites,-1563067,-13092,2137303,209044,-1736041
Net cash used for investing activites,-1359599,-199256,2290783,219729,-1653727
Net change in cash,387485,-245579,868207,-138512,-305267
Cash at beginning of period,531386,1491066,622858,761371,1066638
Cash at end of period,959904,1245486,1491066,622858,761371
Operating Cash Flow,431353,561700,-241688,451677,-471560
Free Cash Flow,431353,561700,-241688,451677,-471560
