Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,31455000,35506000,45814000,36379000
Depreciation & amortization,-,35728000,30316000,26615000
Change in working capital,-,-19400000,-22893000,12054000
Inventory,-,-18193000,-10342000,-12192000
Other working capital,-,-41602000,-16507000,20811000
Other non-cash items,-,6584000,1592000,3701000
Net cash provided by operating activites,-,61224000,50554000,80172000
Investments in property plant and equipment,-,-102826000,-67061000,-59361000
Purchases of investments,-,-67999000,-57399000,-46306000
Sales/Maturities of investments,-,63050000,67985000,45684000
Other investing activites,-,-1968000,7062000,3531000
Net cash used for investing activites,-,-109743000,-49413000,-56452000
Net change in cash,-,-45933000,25225000,8627000
Cash at beginning of period,-,169918000,144692000,136065000
Cash at end of period,-,123984000,169918000,144692000
Operating Cash Flow,-,61224000,50554000,80172000
Capital Expenditure,-,-102826000,-67061000,-59361000
Free Cash Flow,-,-41602000,-16507000,20811000
