Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4342000,4216000,3361000,2801090
Depreciation & amortization,-,1868000,1706000,1516737
Stock based compensation,-,71000,-,-
Change in working capital,-,-508000,227000,176916
Other working capital,-,4209000,3890000,3037590
Other non-cash items,-,139000,-63000,-284785
Net cash provided by operating activites,-,5156000,4811000,3919932
Investments in property plant and equipment,-,-947000,-921000,-882342
Acquisitions net,-,-23000,-1208000,-
Purchases of investments,-,-1047000,-998000,-1240042
Sales/Maturities of investments,-,982000,1024000,668792
Other investing activites,-,-31000,8000,76621
Net cash used for investing activites,-,-1066000,-2095000,-1033579
Net change in cash,-,1122000,1627000,1993626
Cash at beginning of period,-,8768000,7140000,5147343
Cash at end of period,-,9890000,8768000,7140969
Operating Cash Flow,-,5156000,4811000,3919932
Capital Expenditure,-,-947000,-921000,-882342
Free Cash Flow,-,4209000,3890000,3037590
