Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,20661000,19943000,19097000,18751000
Depreciation & amortization,-,17481000,16155000,16057000
Change in working capital,-,-5824000,-7770000,-2029000
Inventory,-,-561000,-2803000,-251000
Other working capital,-,9241000,12145000,30807000
Other non-cash items,-,233000,1857000,6683000
Net cash provided by operating activites,-,31311000,29859000,40828000
Investments in property plant and equipment,-,-22070000,-17714000,-10021000
Acquisitions net,-,-1527000,-,-
Purchases of investments,-,-2148000,-62000,-529000
Sales/Maturities of investments,-,1727000,120000,2000
Other investing activites,-,5068000,-2791000,-1509000
Net cash used for investing activites,-,-17918000,-20269000,-11445000
Net change in cash,-,3591000,-3436000,7343000
Cash at beginning of period,-,17076000,20512000,13169000
Cash at end of period,-,20668000,17076000,20512000
Operating Cash Flow,-,31311000,29859000,40828000
Capital Expenditure,-,-22070000,-17714000,-10021000
Free Cash Flow,-,9241000,12145000,30807000
