Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,6115271000,5875040000,5539561000
Liabilities,,,
Total Liabilities,5713046000,5467138000,5165317000
Stockholders' Equity,,,
Common Stock,33076000,33076000,33076000
Retained Earnings,209664000,197201000,185201000
Total stockholders' equity,402225000,407902000,371156000
Total liabilities and stockholders' equity,6115271000,5875040000,5539561000
