Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-334.642,-74.883,-1370,-9907,-12654
Acquisitions net,-,-,-545.107,-,-
Sales/Maturities of investments,-,-,-,-,1326
Net cash used for investing activites,-334.642,-74.883,-1915,-9907,-11329
Debt repayment,-708.975,-1362,-1218,-901.718,-
Common stock issued,-,-,-,5665,-
Common stock repurchased,-,-,-,-342.131,-
Net cash used privided by (used for) financing activities,1008,138.256,281.965,6914,9148
Net change in cash,-192.471,-812.876,-752.916,-844.144,-1908
Cash at beginning of period,507.901,953.541,1706,2551,4322
Cash at end of period,315.43,140.665,953.541,1706,2551
Capital Expenditure,-334.642,-74.883,-1370,-9907,-12654
Free Cash Flow,-1201,-951.132,-489.774,-7759,-12381
