Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,43880,43880,48297,40273,36754
Interest Expense,9796,9796,8578,4800,4197
Income Before Tax,13401,13401,16420,11435,8056
Income Tax Expense,2326,2326,3071,11288,1747
Income from Continuing Operations,11075,11075,13349,147,6309
Net Income,11075,11075,13349,147,6309
Net Income available to common shareholders,11075,11075,13349,147,6309
Basic EPS,-,-,0.79,0.01,0.38
Diluted EPS,-,-,0.79,0.01,0.38
Basic Average Shares,-,-,16799,16723,16571
Diluted Average Shares,-,-,16821,16740,16571
