Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,2214402,1886115,1707712,1403910
Liabilities,,,,
Total Liabilities,1976010,1685421,1534629,1277944
Stockholders' Equity,,,,
Common Stock,93,90,86,74
Retained Earnings,143677,119536,102369,89798
Accumulated other comprehensive income,1247,-2345,527,1662
Total stockholders' equity,238392,200694,173083,125966
Total liabilities and stockholders' equity,2214402,1886115,1707712,1403910
