Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,49722,43930,33115,14013
Liabilities,,,,
Total Liabilities,14623,18543,14364,3168
Stockholders' Equity,,,,
Common Stock,34391,21362,16260,8903
Retained Earnings,-1437,2045,1664,1583
Accumulated other comprehensive income,2144,1980,827.117,359.788
Total stockholders' equity,35099,25387,18751,10846
Total liabilities and stockholders' equity,49722,43930,33115,14013
