Breakdown,1/31/2020,1/31/2019,1/31/2018,1/31/2017
Total Assets,2366542,1945798,2210979,1936134
Liabilities,,,,
Total Liabilities,183720,192054,191386,191991
Stockholders' Equity,,,,
Common Stock,23612,23612,23612,23612
Total stockholders' equity,2182822,1753744,2019593,1744143
Total liabilities and stockholders' equity,2366542,1945798,2210979,1936134
