Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,312224000,312224000,297676000,286049000,278249000
Depreciation & amortization,-,-,19447000,17022000,18694000
Change in working capital,171289000,171289000,209668000,322356000,-137269000
Other working capital,668483000,668483000,671109000,763984000,202306000
Other non-cash items,-150841000,-150841000,-161594000,-127769000,-87894000
Net cash provided by operating activites,694521000,694521000,724133000,770864000,239221000
Investments in property plant and equipment,-26038000,-26038000,-53024000,-6880000,-36915000
Acquisitions net,-2522000,-2522000,-799000,-,-
Purchases of investments,-2466939000,-2466939000,-2171838000,-2634845000,-2494066000
Sales/Maturities of investments,1617314000,1617314000,1497365000,2154855000,2061078000
Other investing activites,-8121000,-8121000,-7472000,-6216000,-2366000
Net cash used for investing activites,-875967000,-875967000,-731745000,-489258000,-468932000
Net change in cash,-59110000,-59110000,-10807000,330962000,-251930000
Cash at beginning of period,1509523000,1509523000,1520330000,1189368000,1441298000
Cash at end of period,1450413000,1450413000,1509523000,1520330000,1189368000
Operating Cash Flow,694521000,694521000,724133000,770864000,239221000
Capital Expenditure,-26038000,-26038000,-53024000,-6880000,-36915000
Free Cash Flow,668483000,668483000,671109000,763984000,202306000
