Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-7.053,-140.23,-202.832,-65.018,-33.175
Acquisitions net,-,-,-,-129.047,-
Other investing activites,-,-,-,238.292,311.896
Net cash used for investing activites,-7.053,-140.23,-188.899,-194.065,278.721
Debt repayment,-,-,-,-17.961,-6.005
Common stock issued,-,-,-,1760,3000
Common stock repurchased,-,-56.513,-,-140.475,-331.289
Net cash used privided by (used for) financing activities,-,-56.513,-,1601,2663
Net change in cash,-155.168,298.448,-331.37,-911.505,1012
Cash at beginning of period,1582,1309,1723,2635,1622
Cash at end of period,1427,1658,1309,1723,2635
Capital Expenditure,-7.053,-140.23,-202.832,-65.018,-33.175
Free Cash Flow,115.287,354.961,-345.303,-2384,-1962
