Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,11148000,10935000,10907000,11017000
Depreciation & amortization,-,11400000,11098000,11091000
Change in working capital,-,-590000,-1463000,3618000
Inventory,-,-2222000,-1778000,263000
Other working capital,-,3264000,5773000,12471000
Other non-cash items,-,362000,1053000,494000
Net cash provided by operating activites,-,23336000,22400000,26719000
Investments in property plant and equipment,-,-20072000,-16627000,-14248000
Other investing activites,-,-245000,-454000,-164000
Net cash used for investing activites,-,-20280000,-16914000,-13923000
Net change in cash,-,-3109000,-748000,-2059000
Cash at beginning of period,-,6819000,7568000,9628000
Cash at end of period,-,3710000,6819000,7568000
Operating Cash Flow,-,23336000,22400000,26719000
Capital Expenditure,-,-20072000,-16627000,-14248000
Free Cash Flow,-,3264000,5773000,12471000
