Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,20817000,20480000,21194000,22322000
Depreciation & amortization,-,11876000,11292000,10174000
Change in working capital,-,-9116000,-5556000,844000
Inventory,-,-4004000,-3864000,-2353000
Other working capital,-,14407000,13471000,18104000
Other non-cash items,-,1884000,320000,3096000
Net cash provided by operating activites,-,29479000,29914000,39554000
Investments in property plant and equipment,-,-15072000,-16443000,-21450000
Purchases of investments,-,-51186000,-41663000,-42447000
Sales/Maturities of investments,-,58899000,45578000,44440000
Other investing activites,-,-280000,176000,-170000
Net cash used for investing activites,-,-7288000,-12190000,-17732000
Net change in cash,-,14413000,6400000,15697000
Cash at beginning of period,-,101697000,95297000,79600000
Cash at end of period,-,116133000,101697000,95297000
Operating Cash Flow,-,29479000,29914000,39554000
Capital Expenditure,-,-15072000,-16443000,-21450000
Free Cash Flow,-,14407000,13471000,18104000
