Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,722171,730805,644613,624445
Liabilities,,,,
Total Liabilities,655049,670798,588471,569994
Stockholders' Equity,,,,
Common Stock,15964,15742,15526,11693
Retained Earnings,49787,44803,40491,43495
Accumulated other comprehensive income,1371,-538,125,-737
Total stockholders' equity,67122,60007,56142,54451
Total liabilities and stockholders' equity,722171,730805,644613,624445
