Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,51168000,55750000,54755000,44782000
Depreciation & amortization,13462000,11271000,9917000,8943000
Change in working capital,-9951000,-29564000,-33670000,8267000
Inventory,-19358000,-30455000,-26932000,448000
Other working capital,53106000,23155000,19145000,50129000
Other non-cash items,-599000,-15091000,2759000,2077000
Net cash provided by operating activites,53106000,23155000,33294000,63351000
Investments in property plant and equipment,-,-,-14149000,-13222000
Purchases of investments,-42089000,-44647000,-59753000,-66255000
Sales/Maturities of investments,53075000,53392000,58567000,73747000
Other investing activites,-37081000,-24074000,524000,332000
Net cash used for investing activites,-26095000,-15329000,-14811000,-5015000
Net change in cash,7505000,-808000,5139000,42266000
Cash at beginning of period,133853000,147320000,142181000,99915000
Cash at end of period,145267000,146512000,147320000,142181000
Operating Cash Flow,53106000,23155000,33294000,63351000
Capital Expenditure,-,-,-14149000,-13222000
Free Cash Flow,53106000,23155000,19145000,50129000
