Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6083000,5984000,5324000,4318000
Depreciation & amortization,-,6731000,6529000,7200000
Change in working capital,-,200000,1319000,2527000
Inventory,-,-175000,-370000,122000
Other working capital,-,9167000,8930000,11440000
Other non-cash items,-,-8000,7000,177000
Net cash provided by operating activites,-,13606000,13111000,15803000
Investments in property plant and equipment,-,-4439000,-4181000,-4363000
Acquisitions net,-,-5616000,-47000,-844000
Purchases of investments,-,-30619000,-33844000,-31912000
Sales/Maturities of investments,-,31768000,32662000,36264000
Other investing activites,-,-4014000,-3659000,-2779000
Net cash used for investing activites,-,-12555000,-7909000,-3565000
Net change in cash,-,-5640000,2975000,5398000
Cash at beginning of period,-,30877000,27902000,22503000
Cash at end of period,-,25237000,30877000,27902000
Operating Cash Flow,-,13606000,13111000,15803000
Capital Expenditure,-,-4439000,-4181000,-4363000
Free Cash Flow,-,9167000,8930000,11440000
