Breakdown,10/31/2019,10/31/2018,10/31/2017,10/31/2016
Total Assets,330325,296935,386863,322621
Liabilities,,,,
Total Liabilities,25448,20379,25392,2406
Stockholders' Equity,,,,
Common Stock,149616,150082,183930,186840
Total stockholders' equity,304877,276556,361471,320215
Total liabilities and stockholders' equity,330325,296935,386863,322621
