Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,992231,1020644,884508,736396
Depreciation & amortization,-,1341658,1257396,1254561
Change in working capital,-,-330800,-732153,-658486
Other working capital,-,1323643,-305173,1082404
Other non-cash items,-,323974,180332,425501
Net cash provided by operating activites,-,2345793,1952517,1734537
Investments in property plant and equipment,-,-1022150,-2257690,-652133
Purchases of investments,-,-142900,-221675,-96641
Sales/Maturities of investments,-,121302,22781,57855
Other investing activites,-,27993,-8075,-80293
Net cash used for investing activites,-,-984822,-2117493,-728804
Net change in cash,-,610507,846847,738449
Cash at beginning of period,-,3194542,2347694,1609245
Cash at end of period,-,3805049,3194542,2347694
Operating Cash Flow,-,2345793,1952517,1734537
Capital Expenditure,-,-1022150,-2257690,-652133
Free Cash Flow,-,1323643,-305173,1082404
