Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,195503623000,192175566000,191150981000
Liabilities,,,
Total Liabilities,183730177000,179679767000,179263698000
Stockholders' Equity,,,
Common Stock,2339443000,2338743000,2337896000
Retained Earnings,5715101000,5149193000,4609496000
Accumulated other comprehensive income,1916366000,2324349000,2134042000
Total stockholders' equity,11279323000,11262819000,10382282000
Total liabilities and stockholders' equity,195503623000,192175566000,191150981000
