Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2798847,2244374,2388460,2386398
Liabilities,,,,
Total Liabilities,2370028,1911517,2037746,2047341
Stockholders' Equity,,,,
Common Stock,18377,16007,21382,21382
Retained Earnings,219535,195793,180543,170377
Accumulated other comprehensive income,-1506,-1429,-840,-2011
Total stockholders' equity,428819,332857,350714,339057
Total liabilities and stockholders' equity,2798847,2244374,2388460,2386398
