Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,40103000,49330000,6534000,36454000
Depreciation & amortization,-,53433000,52163000,57775000
Change in working capital,-,-543000,-9434000,8362000
Inventory,-,-1059000,-847000,229000
Other working capital,-,72698000,91865000,102360000
Other non-cash items,-,-29983000,-8106000,458000
Net cash provided by operating activites,-,72698000,91865000,102360000
Acquisitions net,-,-17931000,-,-2105000
Purchases of investments,-,-64000,-1624000,-5671000
Sales/Maturities of investments,-,2320000,9429000,5726000
Other investing activites,-,-75285000,-95263000,-68911000
Net cash used for investing activites,-,-90960000,-87458000,-70961000
Net change in cash,-,-35799000,-25494000,16638000
Cash at beginning of period,-,137891000,163386000,146007000
Cash at end of period,-,102092000,137891000,163386000
Operating Cash Flow,-,72698000,91865000,102360000
Free Cash Flow,-,72698000,91865000,102360000
