Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2383274,1934388,1558849,1414504
Liabilities,,,,
Total Liabilities,2160025,1760955,1414084,1279645
Stockholders' Equity,,,,
Common Stock,584,491,435,437
Retained Earnings,35246,24472,16042,11669
Accumulated other comprehensive income,-480,-2972,2845,-1165
Total stockholders' equity,223249,173433,144765,134859
Total liabilities and stockholders' equity,2383274,1934388,1558849,1414504
