Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,716000,615000,1639000,4350000
Depreciation & amortization,-,2208000,2280000,2015000
Change in working capital,-,494000,-525000,65000
Inventory,-,1140000,-535000,1139000
Other working capital,-,1299000,-900000,270000
Other non-cash items,-,718000,-687000,993000
Net cash provided by operating activites,-,3493000,1613000,5122000
Investments in property plant and equipment,-,-2194000,-2513000,-4852000
Acquisitions net,-,-16000,-,-
Purchases of investments,-,-300000,-15000,-29000
Sales/Maturities of investments,-,160000,0,199000
Other investing activites,-,-532000,74000,89000
Net cash used for investing activites,-,-2796000,-2211000,-4565000
Net change in cash,-,-975000,1263000,278000
Cash at beginning of period,-,14087000,12823000,12545000
Cash at end of period,-,13111000,14087000,12823000
Operating Cash Flow,-,3493000,1613000,5122000
Capital Expenditure,-,-2194000,-2513000,-4852000
Free Cash Flow,-,1299000,-900000,270000
