Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,4109463,3096562,2843452,2570880
Liabilities,,,,
Total Liabilities,3532755,2729096,2572213,2311030
Stockholders' Equity,,,,
Common Stock,489745,300844,218355,215237
Retained Earnings,96741,79003,62136,52527
Accumulated other comprehensive income,-9778,-12381,-9252,-7914
Total stockholders' equity,576708,367466,271239,259850
Total liabilities and stockholders' equity,4109463,3096562,2843452,2570880
