Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,15794711000,15262398000,14891167000
Liabilities,,,
Total Liabilities,14635123000,14109362000,13794395000
Stockholders' Equity,,,
Common Stock,207111000,207111000,207111000
Retained Earnings,564944000,516585000,460683000
Total stockholders' equity,1154194000,1148639000,1094033000
Total liabilities and stockholders' equity,15794711000,15262398000,14891167000
