Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,203247,143383,32029,209784
Depreciation & amortization,-,416487,294996,221484
Change in working capital,-,-152476,6666,494219
Inventory,-,13468,5474,136064
Other working capital,-,524710,-766872,-845118
Other non-cash items,-,294080,142845,-336046
Net cash provided by operating activites,-,688186,514989,446411
Investments in property plant and equipment,-,-163476,-1281861,-1291529
Purchases of investments,-,-162587,-1080110,-1672661
Sales/Maturities of investments,-,152367,1084226,1714789
Other investing activites,-,102038,-104087,164120
Net cash used for investing activites,-,-71658,-1381832,-1085281
Net change in cash,-,281842,-225850,-276291
Cash at beginning of period,-,3130816,3356666,3632958
Cash at end of period,-,3412659,3130816,3356666
Operating Cash Flow,-,688186,514989,446411
Capital Expenditure,-,-163476,-1281861,-1291529
Free Cash Flow,-,524710,-766872,-845118
