Breakdown,ttm,5/31/2019,5/31/2018,5/31/2017,5/31/2016
Net Income,5961000,3934000,2047000,901000,-446000
Depreciation & amortization,-,1784000,1925000,2232000,2082000
Change in working capital,-,3786000,-20000,-7606000,-1372000
Inventory,-,-2243000,-3993000,-1032000,1340000
Other working capital,-,11132000,2896000,-1996000,-2096000
Other non-cash items,-,1396000,1077000,1917000,95000
Net cash provided by operating activites,-,12525000,4501000,-1100000,36000
Investments in property plant and equipment,-,-1393000,-1605000,-896000,-2132000
Purchases of investments,-,-33000,0,-270000,-85000
Sales/Maturities of investments,-,-,-,20000,20000
Other investing activites,-,-168000,98000,-183000,-162000
Net cash used for investing activites,-,-1531000,-1494000,-555000,-2220000
Net change in cash,-,-4613000,4921000,139000,-552000
Cash at beginning of period,-,31627000,26706000,26566000,27119000
Cash at end of period,-,27013000,31627000,26706000,26566000
Operating Cash Flow,-,12525000,4501000,-1100000,36000
Capital Expenditure,-,-1393000,-1605000,-896000,-2132000
Free Cash Flow,-,11132000,2896000,-1996000,-2096000
