Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,39410000,38642000,34811000,35711000
Depreciation & amortization,-,25603000,25531000,23891000
Change in working capital,-,-1276000,-894000,-2312000
Inventory,-,-1276000,-876000,-1620000
Other working capital,-,45851000,47952000,45133000
Other non-cash items,-,-457000,445000,-2054000
Net cash provided by operating activites,-,45851000,47952000,45133000
Acquisitions net,-,-,-,-1493000
Purchases of investments,-,-4112000,-1159000,-69000
Sales/Maturities of investments,-,1221000,306000,695000
Other investing activites,-,-50539000,-26170000,-20668000
Net cash used for investing activites,-,-53430000,-27023000,-21535000
Net change in cash,-,-332000,1050000,-8189000
Cash at beginning of period,-,24417000,23294000,31471000
Cash at end of period,-,25018000,24417000,23294000
Operating Cash Flow,-,45851000,47952000,45133000
Free Cash Flow,-,45851000,47952000,45133000
