Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3653000,3715000,3070000,1863170
Depreciation & amortization,-,1343000,1382000,1447538
Stock based compensation,-,144000,77000,79352
Change in working capital,-,-1585000,-2391000,-208194
Inventory,-,-157000,-1314000,-402918
Other working capital,-,3010000,2134000,1100739
Other non-cash items,-,385000,315000,96871
Net cash provided by operating activites,-,3905000,3133000,2651346
Investments in property plant and equipment,-,-895000,-999000,-1550607
Purchases of investments,-,0,-1105000,-42769
Sales/Maturities of investments,-,1257000,450000,736326
Other investing activites,-,-122000,1000,15647
Net cash used for investing activites,-,240000,-1587000,-841403
Net change in cash,-,3241000,-614000,1941208
Cash at beginning of period,-,4850000,5464000,3523276
Cash at end of period,-,8091000,4850000,5464484
Operating Cash Flow,-,3905000,3133000,2651346
Capital Expenditure,-,-895000,-999000,-1550607
Free Cash Flow,-,3010000,2134000,1100739
