Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,24039000,33845000,30113000,25831000
Depreciation & amortization,-,11121000,9864000,8601000
Change in working capital,-,-14980000,3013000,-16472000
Inventory,-,-16509000,-252000,-17893000
Other working capital,-,5187000,34362000,8704000
Other non-cash items,-,-35000,410000,229000
Net cash provided by operating activites,-,23680000,46982000,19742000
Investments in property plant and equipment,-,-18493000,-12620000,-11038000
Acquisitions net,-,-,-190000,-
Purchases of investments,-,-,-,-4911000
Sales/Maturities of investments,-,12357000,-,7500000
Other investing activites,-,644000,-1480000,-1407000
Net cash used for investing activites,-,-5492000,-14290000,-9856000
Net change in cash,-,6427000,11941000,-5662000
Cash at beginning of period,-,47329000,35388000,41050000
Cash at end of period,-,53756000,47329000,35388000
Operating Cash Flow,-,23680000,46982000,19742000
Capital Expenditure,-,-18493000,-12620000,-11038000
Free Cash Flow,-,5187000,34362000,8704000
