Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,774933,1018540,874981,731585
Depreciation & amortization,-,335193,109490,81215
Change in working capital,-,-131363,-82707,-80923
Inventory,-,893,624,7919
Other working capital,-,885678,869967,476799
Other non-cash items,-,15102,84036,-37
Net cash provided by operating activites,-,1120301,1042630,579707
Investments in property plant and equipment,-,-234623,-172663,-102908
Acquisitions net,-,-109658,-1370311,-
Purchases of investments,-,-,-,-292078
Sales/Maturities of investments,-,-,-,304514
Other investing activites,-,-119288,19816,-199736
Net cash used for investing activites,-,-463569,-1523158,-290208
Net change in cash,-,516824,-597390,269059
Cash at beginning of period,-,1719176,2316566,2047507
Cash at end of period,-,2236000,1719176,2316566
Operating Cash Flow,-,1120301,1042630,579707
Capital Expenditure,-,-234623,-172663,-102908
Free Cash Flow,-,885678,869967,476799
