Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1720253,1647724,1595432,1206320
Liabilities,,,,
Total Liabilities,1530737,1479587,1441466,1086259
Stockholders' Equity,,,,
Common Stock,17855,17772,17716,15317
Retained Earnings,138663,121862,106293,100555
Accumulated other comprehensive income,-5853,-9217,-7092,-6024
Total stockholders' equity,189516,168137,153966,120061
Total liabilities and stockholders' equity,1720253,1647724,1595432,1206320
