Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,8155000,8155000,7226000,5456000,3936000
Depreciation & amortization,224000,224000,80000,186000,229000
Change in working capital,-9729000,-9729000,-17018000,-16676000,-18180000
Inventory,-10179000,-10179000,-16489000,-18943000,-17033000
Other working capital,122000,122000,-7123000,-10694000,-14684000
Other non-cash items,1143000,1143000,1020000,1093000,1025000
Net cash provided by operating activites,122000,122000,-7123000,-10694000,-14684000
Acquisitions net,-310000,-310000,-,-,-
Purchases of investments,-1659000,-1659000,-215000,-1733000,-169000
Sales/Maturities of investments,534000,534000,39000,32000,28000
Other investing activites,-3035000,-3035000,436000,10834000,7797000
Net cash used for investing activites,-4770000,-4770000,223000,9167000,7656000
Net change in cash,5849000,5849000,5918000,2453000,3976000
Cash at beginning of period,16563000,16563000,10644000,8191000,4214000
Cash at end of period,22413000,22413000,16563000,10644000,8191000
Operating Cash Flow,122000,122000,-7123000,-10694000,-14684000
Free Cash Flow,122000,122000,-7123000,-10694000,-14684000
