Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-183462,-168506,-178886,-128458
Depreciation & amortization,-,76151,72627,67317
Change in working capital,-,-453306,-1300215,-249068
Inventory,-,-75446,45935,100507
Other working capital,-,-219035,-307348,-194483
Other non-cash items,-,584487,1536303,528508
Net cash provided by operating activites,-,-94301,32036,221286
Investments in property plant and equipment,-,-124734,-339384,-415769
Purchases of investments,-,-1552958,-463892,-369035
Sales/Maturities of investments,-,1611884,594484,573334
Other investing activites,-,15006,29284,-30253
Net cash used for investing activites,-,-5540,-170020,-218991
Net change in cash,-,-153213,-194378,-4001
Cash at beginning of period,-,1749274,1943653,1947654
Cash at end of period,-,1596061,1749274,1943653
Operating Cash Flow,-,-94301,32036,221286
Capital Expenditure,-,-124734,-339384,-415769
Free Cash Flow,-,-219035,-307348,-194483
