Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-8295,-541.471,-9754,-5754,-2581
Purchases of investments,-,-,-,-,-33.41
Sales/Maturities of investments,-,-,74.277,-,-
Other investing activites,-,296.912,1250,-1382,-
Net cash used for investing activites,-8551,-244.559,-8430,-7136,-2311
Debt repayment,-,-,-,-,-140
Common stock issued,16488,5404,5311,7169,1929
Other financing activites,-,-,467.647,4895,1285
Net cash used privided by (used for) financing activities,21597,10605,5779,12064,3073
Net change in cash,8577,7090,-3509,3103,-648.753
Cash at beginning of period,298.316,294.921,3579,479.243,1108
Cash at end of period,8876,7343,43.565,3579,479.243
Capital Expenditure,-8295,-541.471,-9754,-5754,-2581
Free Cash Flow,-12763,-3812,-10611,-7579,-3991
