Breakdown,ttm,9/30/2019,9/30/2018,9/30/2017
Net Income,145554,193349,91281,76888
Depreciation & amortization,-,302145,213981,184827
Change in working capital,-,-1189236,-635992,88943
Inventory,-,-1368532,-858974,162677
Other working capital,-,-2105512,-795572,-6557
Other non-cash items,-,114698,87510,114116
Net cash provided by operating activites,-,-502586,-318011,432903
Investments in property plant and equipment,-,-1602926,-477561,-439460
Purchases of investments,-,-11730,-12035,-63308
Sales/Maturities of investments,-,85632,20,0
Other investing activites,-,-99963,-16610,-97930
Net cash used for investing activites,-,-1611282,-484892,158238
Net change in cash,-,163455,349675,795264
Cash at beginning of period,-,1491233,1141557,336298
Cash at end of period,-,1654689,1491233,1141557
Operating Cash Flow,-,-502586,-318011,432903
Capital Expenditure,-,-1602926,-477561,-439460
Free Cash Flow,-,-2105512,-795572,-6557
