Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,17995000,17995000,18517000,15264000,-7826000
Depreciation & amortization,23079000,23079000,18499000,18344000,17691000
Change in working capital,-181000,-181000,10478000,-10902000,-1998000
Inventory,7312000,7312000,-12958000,5324000,2065000
Other working capital,22471000,22471000,30121000,22040000,2996000
Other non-cash items,6563000,6563000,633000,13129000,11521000
Net cash provided by operating activites,43647000,43647000,49398000,31423000,18237000
Investments in property plant and equipment,-21176000,-21176000,-19277000,-9383000,-15241000
Acquisitions net,-2933000,-2933000,-1302000,-649000,-1047000
Purchases of investments,-3462000,-3462000,-64000,-1616000,-139000
Sales/Maturities of investments,-,-,50000,8001000,4963000
Other investing activites,137000,137000,52000,378000,-190000
Net cash used for investing activites,-23546000,-23546000,-19020000,-1387000,-10008000
Net change in cash,327000,327000,-37605000,-2777000,-15826000
Cash at beginning of period,27368000,27368000,64973000,67750000,83577000
Cash at end of period,27695000,27695000,27368000,64973000,67750000
Operating Cash Flow,43647000,43647000,49398000,31423000,18237000
Capital Expenditure,-21176000,-21176000,-19277000,-9383000,-15241000
Free Cash Flow,22471000,22471000,30121000,22040000,2996000
