Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,6253000,5397000,5604000,4308000
Depreciation & amortization,5784000,2265000,2367000,2126000
Change in working capital,2736000,2503000,-41000,-1210000
Other working capital,14203000,9680000,5729000,4301000
Other non-cash items,618000,682000,835000,976000
Net cash provided by operating activites,16038000,11981000,8948000,6791000
Investments in property plant and equipment,-1835000,-2301000,-3219000,-2490000
Acquisitions net,-,-,-612000,-
Purchases of investments,-100000,-11000,-752000,-
Other investing activites,-389000,-171000,75000,-624000
Net cash used for investing activites,-2104000,-2483000,-4508000,-3114000
Net change in cash,2490000,738000,-294000,-1719000
Cash at beginning of period,5471000,5324000,5618000,7334000
Cash at end of period,7962000,5971000,5324000,5618000
Operating Cash Flow,16038000,11981000,8948000,6791000
Capital Expenditure,-1835000,-2301000,-3219000,-2490000
Free Cash Flow,14203000,9680000,5729000,4301000
