Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,3477408,3590073,3765885,3833395
Liabilities,,,,
Total Liabilities,1949932,1852773,1843696,1866014
Stockholders' Equity,,,,
Common Stock,1090180,1154084,1303151,1354034
Retained Earnings,911646,1058116,1093069,1086517
Accumulated other comprehensive income,-474350,-474900,-474031,-473170
Total stockholders' equity,1527476,1737300,1922189,1967381
Total liabilities and stockholders' equity,3477408,3590073,3765885,3833395
