Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,537520,539331,507934,406222
Liabilities,,,,
Total Liabilities,195.553,366.166,256.05,695.258
Stockholders' Equity,,,,
Total stockholders' equity,537324,538965,507678,405526
Total liabilities and stockholders' equity,537520,539331,507934,406222
