Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,50252,396730,102191,132298
Depreciation & amortization,-,347908,307427,301267
Change in working capital,-,102658,112393,12936
Inventory,-,-18659,17936,-9456
Other working capital,-,-101263,-745399,-29938
Other non-cash items,-,-266324,-264211,-5815
Net cash provided by operating activites,-,817287,356759,464644
Investments in property plant and equipment,-,-918550,-1102158,-494582
Acquisitions net,-,-865,-,-2030
Purchases of investments,-,-49012,-668,-10262
Other investing activites,-,352254,-5668,-55250
Net cash used for investing activites,-,-606522,-1126072,-572397
Net change in cash,-,437065,-94870,-216777
Cash at beginning of period,-,882402,977272,1194049
Cash at end of period,-,1319467,882402,977272
Operating Cash Flow,-,817287,356759,464644
Capital Expenditure,-,-918550,-1102158,-494582
Free Cash Flow,-,-101263,-745399,-29938
