Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,7511000,9707000,13432000,4107000
Depreciation & amortization,-,4057000,4030000,4026000
Change in working capital,-,-1271000,-285000,1679000
Inventory,-,-3015000,-1275000,-692000
Other working capital,-,2908000,5335000,5746000
Other non-cash items,-,-24000,608000,336000
Net cash provided by operating activites,-,8237000,9684000,9128000
Investments in property plant and equipment,-,-5329000,-4349000,-3382000
Acquisitions net,-,-17000,-,-
Purchases of investments,-,-3294000,-1828000,-2174000
Sales/Maturities of investments,-,3275000,1976000,2962000
Other investing activites,-,-537000,-107000,-146000
Net cash used for investing activites,-,-2408000,8468000,-2546000
Net change in cash,-,-4692000,7177000,326000
Cash at beginning of period,-,16087000,8910000,8583000
Cash at end of period,-,11395000,16087000,8910000
Operating Cash Flow,-,8237000,9684000,9128000
Capital Expenditure,-,-5329000,-4349000,-3382000
Free Cash Flow,-,2908000,5335000,5746000
